,,,,Monthly,,,,,,,,Annual,,,,,,,,Rankings,,,,
3738,FL,"Wakulla County, FL HUD Metro FMR Area",1p2c,1130,767,1636,1002,589,1147,779,7051,13560,9207,19635,12024,7069,13767,9352,84614,85783,0,,,
3738,FL,"Wakulla County, FL HUD Metro FMR Area",1p3c,1491,1022,1814,1269,780,1304,1132,8812,17892,12269,21768,15222,9364,15647,13584,105746,85783,0,,,
3738,FL,"Wakulla County, FL HUD Metro FMR Area",1p4c,1491,1252,1892,1337,852,1304,1332,9459,17892,15021,22699,16046,10219,15647,15988,113511,85783,0,,,
3738,FL,"Wakulla County, FL HUD Metro FMR Area",2p0c,1017,651,1423,938,518,0,720,5267,12204,7806,17077,11258,6213,0,8644,63202,85783,0,,,
3738,FL,"Wakulla County, FL HUD Metro FMR Area",2p1c,1130,807,1562,1205,601,638,789,6732,13560,9685,18744,14456,7217,7656,9468,80786,85783,0,,,
3738,FL,"Wakulla County, FL HUD Metro FMR Area",2p2c,1130,1026,1733,1471,670,1147,818,7995,13560,12317,20793,17653,8034,13767,9818,95943,85783,0,,,
3738,FL,"Wakulla County, FL HUD Metro FMR Area",2p3c,1491,1252,1805,1738,852,1304,986,9428,17892,15026,21659,20851,10220,15647,11837,113133,85783,0,,,
3738,FL,"Wakulla County, FL HUD Metro FMR Area",2p4c,1491,1533,1863,1806,939,1304,1152,10088,17892,18392,22358,21675,11265,15647,13824,121052,85783,0,,,
3739,FL,"Tampa-St. Petersburg-Clearwater, FL MSA",1p0c,1566,376,950,472,603,0,807,4774,18792,4513,11399,5669,7236,0,9682,57291,89972.94146,1,57,14,75
3739,FL,"Tampa-St. Petersburg-Clearwater, FL MSA",1p1c,1978,552,1159,741,785,847,1011,7073,23736,6619,13903,8890,9424,10167,12135,84873,89972.94146,1,57,14,75
3739,FL,"Tampa-St. Petersburg-Clearwater, FL MSA",1p2c,1978,813,1330,1009,867,1464,1277,8738,23736,9760,15960,12111,10400,17569,15321,104857,89972.94146,1,57,14,75
3739,FL,"Tampa-St. Petersburg-Clearwater, FL MSA",1p3c,2533,1084,1414,1278,1123,1654,1770,10855,30396,13005,16968,15333,13475,19846,21240,130264,89972.94146,1,57,14,75
3739,FL,"Tampa-St. Petersburg-Clearwater, FL MSA",1p4c,2533,1327,1474,1347,1198,1654,1980,11513,30396,15923,17688,16159,14381,19846,23756,138150,89972.94146,1,57,14,75
3739,FL,"Tampa-St. Petersburg-Clearwater, FL MSA",2p0c,1686,690,1117,945,738,0,874,6049,20232,8275,13407,11337,8851,0,10491,72593,89972.94146,1,57,14,75
3739,FL,"Tampa-St. Petersburg-Clearwater, FL MSA",2p1c,1978,856,1283,1213,880,847,1062,8119,23736,10267,15400,14559,10557,10167,12739,97424,89972.94146,1,57,14,75
3739,FL,"Tampa-St. Petersburg-Clearwater, FL MSA",2p2c,1978,1088,1363,1482,952,1464,1174,9501,23736,13056,16358,17780,11423,17569,14087,114010,89972.94146,1,57,14,75
3739,FL,"Tampa-St. Petersburg-Clearwater, FL MSA",2p3c,2533,1327,1420,1750,1199,1654,1527,11410,30396,15928,17041,21001,14382,19846,18329,136923,89972.94146,1,57,14,75
3739,FL,"Tampa-St. Petersburg-Clearwater, FL MSA",2p4c,2533,1625,1466,1819,1291,1654,1741,12129,30396,19496,17593,21828,15490,19846,20897,145547,89972.94146,1,57,14,75
3740,IN,"Parke County, IN HUD Metro FMR Area",1p0c,751,315,1168,453,331,0,678,3696,9012,3785,14012,5440,3973,0,8133,44355,72262,0,,,
3740,IN,"Parke County, IN HUD Metro FMR Area",1p1c,992,463,1442,710,452,866,848,5772,11904,5550,17299,8521,5419,10390,10179,69262,72262,0,,,
3740,IN,"Parke County, IN HUD Metro FMR Area",1p2c,992,682,1593,967,520,1539,1088,7381,11904,8184,19118,11601,6237,18467,13061,88572,72262,0,,,
3740,IN,"Parke County, IN HUD Metro FMR Area",1p3c,1310,909,1772,1224,689,1746,1500,9150,15720,10905,21268,14682,8266,20952,18000,109794,72262,0,,,
3740,IN,"Parke County, IN HUD Metro FMR Area",1p4c,1310,1113,1852,1289,752,1746,1708,9770,15720,13352,22226,15468,9026,20952,20501,117245,72262,0,,,
3740,IN,"Parke County, IN HUD Metro FMR Area",2p0c,756,578,1380,907,414,0,772,4807,9072,6939,16560,10880,4971,0,9259,57681,72262,0,,,
3740,IN,"Parke County, IN HUD Metro FMR Area",2p1c,992,717,1522,1163,531,866,999,6790,11904,8609,18264,13961,6369,10390,11988,81485,72262,0,,,
3740,IN,"Parke County, IN HUD Metro FMR Area",2p2c,992,912,1694,1420,591,1539,1108,8256,11904,10948,20327,17041,7095,18467,13294,99076,72262,0,,,
3740,IN,"Parke County, IN HUD Metro FMR Area",2p3c,1310,1113,1768,1677,752,1746,1335,9701,15720,13356,21217,20122,9027,20952,16019,116414,72262,0,,,
3740,IN,"Parke County, IN HUD Metro FMR Area",2p4c,1310,1362,1828,1742,830,1746,1517,10335,15720,16348,21936,20909,9956,20952,18204,124025,72262,0,,,
3741,IN,"Terre Haute, IN HUD Metro FMR Area",1p0c,783,312,1038,453,340,0,650,3577,9396,3747,12455,5440,4080,0,7805,42924,76164.47821,0,,,
3741,IN,"Terre Haute, IN HUD Metro FMR Area",1p1c,995,458,1265,710,451,860,793,5532,11940,5494,15182,8521,5413,10317,9519,66386,76164.47821,0,,,
3741,IN,"Terre Haute, IN HUD Metro FMR Area",1p2c,995,675,1390,967,519,1528,993,7066,11940,8102,16674,11601,6222,18336,11916,84792,76164.47821,0,,,
3741,IN,"Terre Haute, IN HUD Metro FMR Area",1p3c,1199,900,1541,1224,652,1734,1292,8540,14388,10796,18497,14682,7819,20804,15498,102484,76164.47821,0,,,
3741,IN,"Terre Haute, IN HUD Metro FMR Area",1p4c,1199,1102,1607,1289,714,1734,1486,9130,14388,13218,19280,15468,8571,20804,17833,109563,76164.47821,0,,,
3741,IN,"Terre Haute, IN HUD Metro FMR Area",2p0c,788,572,1215,907,422,0,734,4638,9456,6869,14580,10880,5068,0,8802,55656,76164.47821,0,,,
3741,IN,"Terre Haute, IN HUD Metro FMR Area",2p1c,995,710,1333,1163,529,860,939,6530,11940,8523,15993,13961,6353,10317,11271,78357,76164.47821,0,,,
3741,IN,"Terre Haute, IN HUD Metro FMR Area",2p2c,995,903,1480,1420,589,1528,1038,7954,11940,10838,17755,17041,7072,18336,12461,95445,76164.47821,0,,,
3741,IN,"Terre Haute, IN HUD Metro FMR Area",2p3c,1199,1102,1541,1677,714,1734,1172,9139,14388,13222,18492,20122,8572,20804,14063,109663,76164.47821,0,,,
3741,IN,"Terre Haute, IN HUD Metro FMR Area",2p4c,1199,1349,1591,1742,791,1734,1341,9746,14388,16184,19087,20909,9492,20804,16092,116956,76164.47821,0,,,
3742,IN,"Sullivan County, IN HUD Metro FMR Area",1p0c,645,319,1146,453,299,0,632,3494,7740,3831,13752,5440,3592,0,7578,41933,70470,0,,,
3742,IN,"Sullivan County, IN HUD Metro FMR Area",1p1c,941,468,1408,710,438,854,817,5635,11292,5618,16893,8521,5250,10243,9802,67618,70470,0,,,
3742,IN,"Sullivan County, IN HUD Metro FMR Area",1p2c,941,690,1552,967,507,1517,1036,7210,11292,8284,18624,11601,6078,18205,12437,86521,70470,0,,,
3742,IN,"Sullivan County, IN HUD Metro FMR Area",1p3c,1134,920,1724,1224,638,1721,1348,8708,13608,11038,20689,14682,7652,20655,16174,104498,70470,0,,,
3742,IN,"Sullivan County, IN HUD Metro FMR Area",1p4c,1134,1126,1800,1289,702,1721,1554,9326,13608,13515,21599,15468,8421,20655,18647,111913,70470,0,,,
3742,IN,"Sullivan County, IN HUD Metro FMR Area",2p0c,717,585,1348,907,404,0,750,4711,8604,7023,16172,10880,4852,0,8999,56530,70470,0,,,
3742,IN,"Sullivan County, IN HUD Metro FMR Area",2p1c,941,726,1483,1163,518,854,967,6652,11292,8714,17795,13961,6211,10243,11607,79823,70470,0,,,
3742,IN,"Sullivan County, IN HUD Metro FMR Area",2p2c,941,924,1648,1420,579,1517,1072,8101,11292,11082,19777,17041,6946,18205,12866,97209,70470,0,,,
3742,IN,"Sullivan County, IN HUD Metro FMR Area",2p3c,1134,1127,1719,1677,702,1721,1217,9296,13608,13519,20624,20122,8422,20655,14606,111556,70470,0,,,
3742,IN,"Sullivan County, IN HUD Metro FMR Area",2p4c,1134,1379,1776,1742,780,1721,1394,9927,13608,16547,21307,20909,9362,20655,16733,119121,70470,0,,,
3743,AR,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",1p0c,848,318,1060,493,362,0,730,3811,10176,3812,12724,5917,4343,0,8761,45732,69245.8137,0,,,
3743,AR,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",1p1c,1071,466,1282,774,477,601,855,5525,12852,5590,15385,9287,5726,7207,10255,66301,69245.8137,0,,,
3743,AR,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",1p2c,1071,687,1407,1055,546,1146,1062,6973,12852,8243,16878,12657,6549,13748,12745,83672,69245.8137,0,,,
3743,AR,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",1p3c,1327,915,1495,1336,696,1313,1492,8575,15924,10984,17944,16027,8354,15760,17909,102902,69245.8137,0,,,
3743,AR,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",1p4c,1327,1121,1628,1406,760,1313,1772,9327,15924,13448,19540,16872,9119,15760,21264,111927,69245.8137,0,,,
3743,AR,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",2p0c,853,582,1232,986,446,0,773,4872,10236,6989,14784,11834,5348,0,9278,58468,69245.8137,0,,,
3743,AR,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",2p1c,1071,723,1350,1267,557,601,955,6523,12852,8671,16203,15204,6682,7207,11457,78277,69245.8137,0,,,
3743,AR,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",2p2c,1071,919,1435,1548,618,1146,1033,7769,12852,11027,17214,18574,7414,13748,12400,93228,69245.8137,0,,,
3743,AR,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",2p3c,1327,1121,1564,1829,760,1313,1254,9167,15924,13452,18765,21944,9121,15760,15042,110009,69245.8137,0,,,
3743,AR,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",2p4c,1327,1372,1616,1899,838,1313,1463,9828,15924,16466,19386,22789,10056,15760,17554,117934,69245.8137,0,,,
3744,TX,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",1p0c,848,318,1060,493,362,0,558,3639,10176,3812,12724,5917,4343,0,6696,43667,69245.8137,,,,
3744,TX,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",1p1c,1071,466,1282,774,477,601,577,5248,12852,5590,15385,9287,5726,7207,6924,62970,69245.8137,,,,
3744,TX,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",1p2c,1071,687,1407,1055,546,1146,659,6569,12852,8243,16878,12657,6549,13748,7905,78832,69245.8137,,,,
3744,TX,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",1p3c,1327,915,1495,1336,696,1313,873,7956,15924,10984,17944,16027,8354,15760,10472,95466,69245.8137,,,,
3744,TX,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",1p4c,1327,1121,1628,1406,760,1313,1076,8632,15924,13448,19540,16872,9119,15760,12917,103580,69245.8137,,,,
3744,TX,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",2p0c,853,582,1232,986,446,0,611,4710,10236,6989,14784,11834,5348,0,7330,56520,69245.8137,,,,
3744,TX,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",2p1c,1071,723,1350,1267,557,601,697,6266,12852,8671,16203,15204,6682,7207,8368,75188,69245.8137,,,,
3744,TX,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",2p2c,1071,919,1435,1548,618,1146,711,7446,12852,11027,17214,18574,7414,13748,8526,89354,69245.8137,,,,
3744,TX,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",2p3c,1327,1121,1564,1829,760,1313,818,8732,15924,13452,18765,21944,9121,15760,9819,104786,69245.8137,,,,
3744,TX,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",2p4c,1327,1372,1616,1899,838,1313,962,9327,15924,16466,19386,22789,10056,15760,11539,111919,69245.8137,,,,
3745,AR,"Little River County, AR HUD Metro FMR Area",1p0c,642,321,1149,481,299,0,668,3560,7704,3854,13784,5770,3588,0,8014,42714,73583,0,,,
3745,AR,"Little River County, AR HUD Metro FMR Area",1p1c,848,471,1390,754,410,672,811,5355,10176,5651,16676,9052,4914,8063,9732,64264,73583,0,,,
3745,AR,"Little River County, AR HUD Metro FMR Area",1p2c,848,695,1531,1028,479,1223,1009,6812,10176,8334,18373,12334,5747,14671,12112,81746,73583,0,,,
3745,AR,"Little River County, AR HUD Metro FMR Area",1p3c,1123,925,1635,1301,636,1392,1452,8464,13476,11105,19620,15616,7632,16705,17420,101573,73583,0,,,
3745,AR,"Little River County, AR HUD Metro FMR Area",1p4c,1123,1133,1712,1371,700,1392,1695,9125,13476,13596,20539,16450,8405,16705,20335,109505,73583,0,,,
3745,AR,"Little River County, AR HUD Metro FMR Area",2p0c,646,589,1330,962,383,0,712,4622,7752,7066,15960,11540,4600,0,8546,55463,73583,0,,,
3745,AR,"Little River County, AR HUD Metro FMR Area",2p1c,848,731,1463,1235,490,672,912,6350,10176,8767,17551,14822,5881,8063,10944,76203,73583,0,,,
3745,AR,"Little River County, AR HUD Metro FMR Area",2p2c,848,929,1560,1509,552,1223,994,7614,10176,11149,18717,18104,6621,14671,11930,91367,73583,0,,,
3745,AR,"Little River County, AR HUD Metro FMR Area",2p3c,1123,1133,1631,1782,701,1392,1184,8946,13476,13601,19571,21386,8407,16705,14212,107356,73583,0,,,
3745,AR,"Little River County, AR HUD Metro FMR Area",2p4c,1123,1387,1765,1852,779,1392,1430,9728,13476,16647,21175,22220,9352,16705,17165,116740,73583,0,,,
3746,FL,"The Villages, FL MSA",1p0c,1038,385,904,482,442,0,599,3849,12456,4616,10844,5779,5300,0,7191,46185,88255,0,,,
3746,FL,"The Villages, FL MSA",1p1c,1371,564,1189,756,601,887,769,6137,16452,6768,14272,9066,7209,10646,9224,73638,88255,0,,,
3746,FL,"The Villages, FL MSA",1p2c,1371,832,1415,1029,684,1622,1058,8012,16452,9981,16982,12353,8207,19467,12696,96138,88255,0,,,
3746,FL,"The Villages, FL MSA",1p3c,1705,1108,1539,1303,873,1848,1446,9823,20460,13299,18468,15641,10481,22181,17349,117879,88255,0,,,
3746,FL,"The Villages, FL MSA",1p4c,1705,1357,1630,1373,951,1848,1668,10531,20460,16283,19555,16475,11408,22181,20015,126376,88255,0,,,
3746,FL,"The Villages, FL MSA",2p0c,1045,705,1147,963,543,0,685,5089,12540,8462,13764,11557,6520,0,8224,61068,88255,0,,,
3746,FL,"The Villages, FL MSA",2p1c,1371,875,1361,1237,697,887,908,7336,16452,10499,16327,14845,8368,10646,10891,88028,88255,0,,,
3746,FL,"The Villages, FL MSA",2p2c,1371,1113,1475,1511,771,1622,1019,8882,16452,13352,17695,18132,9253,19467,12227,106578,88255,0,,,
3746,FL,"The Villages, FL MSA",2p3c,1705,1357,1557,1785,951,1848,1245,10449,20460,16288,18688,21419,11409,22181,14939,125385,88255,0,,,
3746,FL,"The Villages, FL MSA",2p4c,1705,1661,1624,1855,1045,1848,1466,11205,20460,19937,19492,22254,12542,22181,17596,134461,88255,0,,,
3747,OH,"Ottawa County, OH HUD Metro FMR Area",1p0c,677,355,1099,462,320,0,590,3503,8124,4258,13190,5539,3844,0,7079,42034,97140,0,,,
3747,OH,"Ottawa County, OH HUD Metro FMR Area",1p1c,988,520,1373,723,468,887,800,5760,11856,6244,16475,8679,5619,10646,9601,69121,97140,0,,,
3747,OH,"Ottawa County, OH HUD Metro FMR Area",1p2c,988,767,1587,985,545,1526,1071,7469,11856,9207,19048,11819,6539,18311,12848,89630,97140,0,,,
3747,OH,"Ottawa County, OH HUD Metro FMR Area",1p3c,1190,1022,1694,1247,687,1722,1395,8957,14280,12269,20328,14960,8243,20669,16736,107484,97140,0,,,
3747,OH,"Ottawa County, OH HUD Metro FMR Area",1p4c,1190,1252,1770,1313,758,1722,1623,9628,14280,15021,21242,15753,9097,20669,19472,115535,97140,0,,,
3747,OH,"Ottawa County, OH HUD Metro FMR Area",2p0c,753,651,1317,923,436,0,707,4787,9036,7806,15809,11079,5229,0,8487,57445,97140,0,,,
3747,OH,"Ottawa County, OH HUD Metro FMR Area",2p1c,988,807,1523,1185,557,887,970,6917,11856,9685,18271,14219,6688,10646,11640,83005,97140,0,,,
3747,OH,"Ottawa County, OH HUD Metro FMR Area",2p2c,988,1026,1622,1447,625,1526,1056,8290,11856,12317,19466,17359,7505,18311,12671,99485,97140,0,,,
3747,OH,"Ottawa County, OH HUD Metro FMR Area",2p3c,1190,1252,1693,1708,758,1722,1244,9569,14280,15026,20316,20499,9099,20669,14933,114822,97140,0,,,
3747,OH,"Ottawa County, OH HUD Metro FMR Area",2p4c,1190,1533,1750,1774,845,1722,1442,10257,14280,18392,20997,21293,10144,20669,17309,123083,97140,0,,,
3748,OH,"Toledo, OH HUD Metro FMR Area",1p0c,745,336,991,447,336,0,573,3428,8940,4028,11894,5367,4026,0,6875,41130,85807.76218,0,,,
3748,OH,"Toledo, OH HUD Metro FMR Area",1p1c,1056,492,1220,700,481,1081,821,5851,12672,5906,14642,8403,5768,12972,9852,70215,85807.76218,0,,,
3748,OH,"Toledo, OH HUD Metro FMR Area",1p2c,1056,726,1404,953,553,1797,1116,7605,12672,8709,16844,11440,6638,21565,13388,91256,85807.76218,0,,,
3748,OH,"Toledo, OH HUD Metro FMR Area",1p3c,1371,967,1493,1206,726,2017,1512,9293,16452,11605,17920,14477,8711,24209,18140,111515,85807.76218,0,,,
3748,OH,"Toledo, OH HUD Metro FMR Area",1p4c,1371,1184,1557,1272,793,2017,1725,9920,16452,14209,18688,15258,9519,24209,20705,119040,85807.76218,0,,,
3748,OH,"Toledo, OH HUD Metro FMR Area",2p0c,805,615,1175,894,441,0,661,4592,9660,7384,14103,10733,5292,0,7933,55105,85807.76218,0,,,
3748,OH,"Toledo, OH HUD Metro FMR Area",2p1c,1056,764,1353,1148,565,1081,976,6941,12672,9162,16234,13770,6779,12972,11706,83294,85807.76218,0,,,
3748,OH,"Toledo, OH HUD Metro FMR Area",2p2c,1056,971,1438,1401,629,1797,1073,8365,12672,11651,17255,16807,7552,21565,12877,100377,85807.76218,0,,,
3748,OH,"Toledo, OH HUD Metro FMR Area",2p3c,1371,1184,1498,1654,793,2017,1325,9843,16452,14213,17981,19843,9521,24209,15899,118119,85807.76218,0,,,
3748,OH,"Toledo, OH HUD Metro FMR Area",2p4c,1371,1450,1547,1719,876,2017,1514,10494,16452,17397,18562,20624,10509,24209,18171,125925,85807.76218,0,,,
3749,KS,"Topeka, KS MSA",1p0c,747,349,1056,492,340,0,709,3693,8964,4188,12666,5903,4083,0,8507,44310,89227.61346,0,,,
3749,KS,"Topeka, KS MSA",1p1c,985,512,1355,772,465,695,856,5639,11820,6141,16261,9261,5576,8338,10274,67671,89227.61346,0,,,
3749,KS,"Topeka, KS MSA",1p2c,985,755,1489,1052,540,1113,1012,6944,11820,9055,17864,12618,6481,13351,12141,83331,89227.61346,0,,,
3749,KS,"Topeka, KS MSA",1p3c,1280,1006,1580,1331,710,1241,1379,8526,15360,12067,18960,15976,8515,14893,16543,102314,89227.61346,0,,,
3749,KS,"Topeka, KS MSA",1p4c,1280,1231,1645,1400,780,1241,1609,9185,15360,14774,19736,16797,9356,14893,19308,110223,89227.61346,0,,,
3749,KS,"Topeka, KS MSA",2p0c,752,640,1305,984,432,0,789,4902,9024,7677,15656,11806,5185,0,9470,58819,89227.61346,0,,,
3749,KS,"Topeka, KS MSA",2p1c,985,794,1432,1264,552,695,1002,6724,11820,9526,17182,15163,6627,8338,12026,80682,89227.61346,0,,,
3749,KS,"Topeka, KS MSA",2p2c,985,1010,1518,1543,619,1113,1037,7825,11820,12114,18219,18521,7431,13351,12445,93902,89227.61346,0,,,
3749,KS,"Topeka, KS MSA",2p3c,1280,1232,1579,1823,780,1241,1238,9173,15360,14779,18951,21879,9357,14893,14853,110072,89227.61346,0,,,
3749,KS,"Topeka, KS MSA",2p4c,1280,1507,1628,1892,865,1241,1446,9859,15360,18089,19533,22699,10385,14893,17347,118306,89227.61346,0,,,
3750,NJ,"Trenton, NJ MSA",1p0c,1391,389,1062,465,553,0,904,4763,16692,4662,12742,5580,6630,0,10849,57155,124699,0,,,
3750,NJ,"Trenton, NJ MSA",1p1c,2028,570,1308,720,807,1452,1610,8494,24336,6836,15694,8635,9678,17427,19316,101922,124699,0,,,
3750,NJ,"Trenton, NJ MSA",1p2c,2028,840,1431,974,890,2204,2097,10465,24336,10080,17177,11690,10685,26449,25158,125575,124699,0,,,
3750,NJ,"Trenton, NJ MSA",1p3c,2443,1119,1573,1229,1106,2435,2718,12624,29316,13432,18876,14744,13272,29225,32617,151482,124699,0,,,
3750,NJ,"Trenton, NJ MSA",1p4c,2443,1371,1631,1295,1184,2435,2924,13283,29316,16446,19576,15539,14208,29225,35082,159391,124699,0,,,
3750,NJ,"Trenton, NJ MSA",2p0c,1605,712,1265,930,719,0,1017,6248,19260,8546,15181,11161,8633,0,12198,74979,124699,0,,,
3750,NJ,"Trenton, NJ MSA",2p1c,2028,884,1383,1185,904,1452,1588,9424,24336,10604,16599,14215,10848,17427,19054,113084,124699,0,,,
3750,NJ,"Trenton, NJ MSA",2p2c,2028,1124,1521,1439,979,2204,1986,11280,24336,13485,18250,17270,11742,26449,23832,135364,124699,0,,,
3750,NJ,"Trenton, NJ MSA",2p3c,2443,1371,1576,1694,1184,2435,2481,13185,29316,16451,18915,20325,14209,29225,29773,158214,124699,0,,,
3750,NJ,"Trenton, NJ MSA",2p4c,2443,1678,1619,1760,1279,2435,2753,13969,29316,20136,19433,21120,15353,29225,33040,167623,124699,0,,,
3751,AZ,"Tucson, AZ MSA",1p0c,941,338,1004,385,397,0,637,3702,11292,4050,12053,4615,4763,0,7647,44420,87639,1,80,31,83
3751,AZ,"Tucson, AZ MSA",1p1c,1373,495,1231,610,580,925,848,6062,16476,5939,14772,7323,6959,11102,10172,72744,87639,1,80,31,83
3751,AZ,"Tucson, AZ MSA",1p2c,1373,730,1358,836,653,1790,1183,7922,16476,8758,16298,10031,7834,21474,14193,95065,87639,1,80,31,83
3751,AZ,"Tucson, AZ MSA",1p3c,1924,973,1511,1062,899,2056,1789,10212,23088,11670,18128,12739,10791,24666,21462,122545,87639,1,80,31,83
3751,AZ,"Tucson, AZ MSA",1p4c,1924,1191,1579,1133,967,2056,2016,10864,23088,14288,18943,13590,11604,24666,24186,130365,87639,1,80,31,83
3751,AZ,"Tucson, AZ MSA",2p0c,1052,619,1178,769,519,0,701,4837,12624,7425,14130,9230,6225,0,8413,58047,87639,1,80,31,83
3751,AZ,"Tucson, AZ MSA",2p1c,1373,768,1298,995,665,925,948,6971,16476,9213,15572,11938,7976,11102,11371,83647,87639,1,80,31,83
3751,AZ,"Tucson, AZ MSA",2p2c,1373,976,1445,1221,729,1790,1107,8640,16476,11716,17337,14646,8753,21474,13279,103680,87639,1,80,31,83
3751,AZ,"Tucson, AZ MSA",2p3c,1924,1191,1508,1446,967,2056,1504,10596,23088,14293,18101,17354,11606,24666,18045,127153,87639,1,80,31,83
3751,AZ,"Tucson, AZ MSA",2p4c,1924,1458,1560,1517,1050,2056,1725,11290,23088,17494,18724,18205,12600,24666,20705,135482,87639,1,80,31,83
3752,OK,"Tulsa, OK HUD Metro FMR Area",1p0c,890,351,1055,452,385,0,750,3883,10680,4213,12656,5421,4624,0,8999,46594,87210.73296,1,81,38,85
3752,OK,"Tulsa, OK HUD Metro FMR Area",1p1c,1179,515,1294,708,526,948,970,6140,14148,6179,15527,8494,6311,11379,11641,73678,87210.73296,1,81,38,85
3752,OK,"Tulsa, OK HUD Metro FMR Area",1p2c,1179,759,1485,964,602,1568,1299,7856,14148,9111,17823,11567,7221,18818,15588,94276,87210.73296,1,81,38,85
3752,OK,"Tulsa, OK HUD Metro FMR Area",1p3c,1555,1012,1578,1220,797,1759,1814,9734,18660,12141,18931,14640,9563,21107,21763,116805,87210.73296,1,81,38,85
3752,OK,"Tulsa, OK HUD Metro FMR Area",1p4c,1555,1239,1644,1287,867,1759,2062,10413,18660,14864,19722,15448,10408,21107,24744,124953,87210.73296,1,81,38,85
3752,OK,"Tulsa, OK HUD Metro FMR Area",2p0c,950,644,1245,903,495,0,836,5073,11400,7725,14940,10841,5938,0,10030,60874,87210.73296,1,81,38,85
3752,OK,"Tulsa, OK HUD Metro FMR Area",2p1c,1179,799,1430,1160,614,948,1145,7274,14148,9584,17158,13914,7368,11379,13739,87291,87210.73296,1,81,38,85
3752,OK,"Tulsa, OK HUD Metro FMR Area",2p2c,1179,1016,1517,1416,681,1568,1260,8637,14148,12188,18207,16987,8177,18818,15116,103642,87210.73296,1,81,38,85
3752,OK,"Tulsa, OK HUD Metro FMR Area",2p3c,1555,1239,1579,1672,868,1759,1604,10275,18660,14869,18952,20060,10410,21107,19246,123304,87210.73296,1,81,38,85
3752,OK,"Tulsa, OK HUD Metro FMR Area",2p4c,1555,1517,1629,1739,954,1759,1836,10988,18660,18200,19547,20868,11444,21107,22027,131853,87210.73296,1,81,38,85
3753,OK,"Okmulgee County, OK HUD Metro FMR Area",1p0c,731,321,1101,449,327,0,683,3612,8772,3854,13209,5389,3920,0,8195,43339,68559,0,,,
3753,OK,"Okmulgee County, OK HUD Metro FMR Area",1p1c,910,471,1341,704,429,891,824,5570,10920,5651,16095,8444,5145,10697,9888,66840,68559,0,,,
3753,OK,"Okmulgee County, OK HUD Metro FMR Area",1p2c,910,695,1479,958,498,1474,1027,7041,10920,8334,17748,11498,5978,17690,12322,84490,68559,0,,,
3753,OK,"Okmulgee County, OK HUD Metro FMR Area",1p3c,1229,925,1579,1213,669,1653,1403,8671,14748,11105,18943,14552,8027,19841,16841,104057,68559,0,,,
3753,OK,"Okmulgee County, OK HUD Metro FMR Area",1p4c,1229,1133,1721,1280,733,1653,1706,9455,14748,13596,20650,15358,8800,19841,20466,113460,68559,0,,,
3753,OK,"Okmulgee County, OK HUD Metro FMR Area",2p0c,736,589,1283,898,411,0,732,4649,8832,7066,15400,10779,4936,0,8780,55792,68559,0,,,
3753,OK,"Okmulgee County, OK HUD Metro FMR Area",2p1c,910,731,1412,1153,509,891,973,6579,10920,8767,16947,13833,6112,10697,11676,78952,68559,0,,,
3753,OK,"Okmulgee County, OK HUD Metro FMR Area",2p2c,910,929,1505,1407,571,1474,1052,7848,10920,11149,18060,16887,6852,17690,12619,94176,68559,0,,,
3753,OK,"Okmulgee County, OK HUD Metro FMR Area",2p3c,1229,1133,1642,1662,733,1653,1313,9366,14748,13601,19704,19942,8801,19841,15759,112396,68559,0,,,
3753,OK,"Okmulgee County, OK HUD Metro FMR Area",2p4c,1229,1387,1699,1729,812,1653,1519,10029,14748,16647,20391,20748,9747,19841,18230,120353,68559,0,,,
3754,OK,"Pawnee County, OK HUD Metro FMR Area",1p0c,643,336,1157,483,304,0,681,3604,7716,4027,13887,5795,3646,0,8171,43242,72250,0,,,
3754,OK,"Pawnee County, OK HUD Metro FMR Area",1p1c,937,492,1410,758,444,926,896,5862,11244,5905,16919,9093,5324,11106,10755,70346,72250,0,,,
3754,OK,"Pawnee County, OK HUD Metro FMR Area",1p2c,937,726,1553,1033,516,1531,1162,7457,11244,8708,18635,12390,6195,18366,13941,89479,72250,0,,,
3754,OK,"Pawnee County, OK HUD Metro FMR Area",1p3c,1231,967,1655,1307,682,1717,1602,9161,14772,11604,19862,15687,8189,20600,19219,109933,72250,0,,,
